courseID	courseName	credits	subject	term	eligibleGrades	prerequisite	corequisite	enrollmentNotes	description	isElective	courseType
FR101G	FRENCH I	0.5	World Language	Fall Semester	9th,10th,11th,12th	N/A	N/A	None	Students in level 1 will begin to communicate right away about themselves and their interests, as well as learn how to start simple everyday conversations with others. Students will also listen to native speakers and read basic, but meaningful texts as they build and strengthen their skills. There is a focus on the most meaningful and relevant topics when building vocabulary. Throughout the course, important aspects of culture are also highlighted that assist students in communication and help them understand the values of the speakers of that language. These can include unique holidays, foods, manners and body language among other topics.	Yes	Normal
FR102G	FRENCH I	0.5	World Language	Spring Semester	9th,10th,11th,12th	N/A	N/A	None	Students in level 1 will begin to communicate right away about themselves and their interests, as well as learn how to start simple everyday conversations with others. Students will also listen to native speakers and read basic, but meaningful texts as they build and strengthen their skills. There is a focus on the most meaningful and relevant topics when building vocabulary. Throughout the course, important aspects of culture are also highlighted that assist students in communication and help them understand the values of the speakers of that language. These can include unique holidays, foods, manners and body language among other topics.	Yes	Normal
FR201G	FRENCH II	0.5	World Language	Fall Semester	10th,11th,12th	N/A	N/A	Level 2 or permission of teacher	In level 2, students build upon the foundation established in level 1. Students will continue to broaden their vocabulary and develop their skills across all four skills of communication using familiar and relevant topics. Students will create more complex sentences and connect their thoughts more effectively. When reading and listening, students will now begin to look for a greater level of detail. Students will continue to learn about the cultures and values of the countries where the language is spoken.	Yes	Normal
FR202G	FRENCH II	0.5	World Language	Spring Semester	10th,11th,12th	N/A	N/A	Level 2 or permission of teacher	In level 2, students build upon the foundation established in level 1. Students will continue to broaden their vocabulary and develop their skills across all four skills of communication using familiar and relevant topics. Students will create more complex sentences and connect their thoughts more effectively. When reading and listening, students will now begin to look for a greater level of detail. Students will continue to learn about the cultures and values of the countries where the language is spoken.	Yes	Normal
FR601G	DC FRENCH III	0.5	World Language	Fall Semester	11th,12th	N/A	N/A	A C‑ or better in both semesters of French 2 or a passing score on the MCC French placement test or DL approval	In level 3, students begin to move away from memorized expressions and into more spontaneous communication. This course will continue to reinforce concepts covered in the first two levels, as well as introduce more advanced vocabulary and grammatical concepts. Use of the target language is a key component in this level as students continue to strengthen their language proficiency. Authentic resources will allow students to continue to develop their interpretive (reading and listening) skills. Students will continue to explore customs and traditions and enhance their appreciation for diverse cultures. Level 3 classes are aligned with the MCC 151 and 152 curriculum for the 24‑25 school year and the MCC 155 and 251 curriculum for the 25‑26 school year. This alignment will allow D155 students who earn a C‑ or better in this level 3 class (both semesters) to receive college credit and enroll in level 4 Dual Credit French. Please note: A C‑ or better is required in both semesters of French 2 to be eligible to earn any credit from MCC in French 3.	Yes	DC
FR602G	DC FRENCH III	0.5	World Language	Spring Semester	11th,12th	N/A	N/A	A C‑ or better in both semesters of French 2 OR a passing score on the MCC French placement exam OR DL approval	In level 3, students begin to move away from memorized expressions and into more spontaneous communication. This course will continue to reinforce concepts covered in the first two levels, as well as introduce more advanced vocabulary and grammatical concepts. Use of the target language is a key component in this level as students continue to strengthen their language proficiency. Authentic resources will allow students to continue to develop their interpretive (reading and listening) skills. Students will continue to explore customs and traditions and enhance their appreciation for diverse cultures. Level 3 classes are aligned with the MCC 151 and 152 curriculum for the 24‑25 school year and the MCC 155 and 251 curriculum for the 25‑26 school year. This alignment will allow D155 students who earn a C‑ or better in this level 3 class (both semesters) to receive college credit and enroll in level 4 Dual Credit French. Please note: A C‑ or better is required in both semesters of French 2 to be eligible to earn any credit from MCC in French 3.	Yes	DC
FR603G	DC FRENCH IV	0.5	World Language	Fall Semester	11th,12th	N/A	N/A	Earn a C‑ or better 2nd semester in French/German/Spanish III.	Level 4 classes are aligned with the MCC 251 and 252 curriculum. Students who successfully complete this course will earn 8 college credits. Students will continue to develop and improve their language proficiency across the modes of communication in the world language and gain a greater cultural awareness. This advanced level course will focus on refining communicative skills for real world application. Please note that students must also earn a C‑ or better 1st semester in DC French/German/Spanish IV to continue participating in this course 2nd semester.	Yes	DC
FR604G	DC FRENCH IV	0.5	World Language	Spring Semester	11th,12th	N/A	N/A	Earn a C‑ or better 2nd semester in French/German/Spanish III.	Level 4 classes are aligned with the MCC 251 and 252 curriculum. Students who successfully complete this course will earn 8 college credits. Students will continue to develop and improve their language proficiency across the modes of communication in the world language and gain a greater cultural awareness. This advanced level course will focus on refining communicative skills for real world application. Please note that students must also earn a C‑ or better 1st semester in DC French/German/Spanish IV to continue participating in this course 2nd semester.	Yes	DC
GE101G	GERMAN I	0.5	World Language	Fall Semester	9th,10th,11th,12th	N/A	N/A	None	Students in level 1 will begin to communicate right away about themselves and their interests, as well as learn how to start simple everyday conversations with others. Students will also listen to native speakers and read basic, but meaningful texts as they build and strengthen their skills. There is a focus on the most meaningful and relevant topics when building vocabulary. Throughout the course, important aspects of culture are also highlighted that assist students in communication and help them understand the values of the speakers of that language. These can include unique holidays, foods, manners and body language among other topics.	Yes	Normal
GE102G	GERMAN I	0.5	World Language	Spring Semester	9th,10th,11th,12th	N/A	N/A	None	Students in level 1 will begin to communicate right away about themselves and their interests, as well as learn how to start simple everyday conversations with others. Students will also listen to native speakers and read basic, but meaningful texts as they build and strengthen their skills. There is a focus on the most meaningful and relevant topics when building vocabulary. Throughout the course, important aspects of culture are also highlighted that assist students in communication and help them understand the values of the speakers of that language. These can include unique holidays, foods, manners and body language among other topics.	Yes	Normal
GE201G	GERMAN II	0.5	World Language	Fall Semester	10th,11th,12th	N/A	N/A	Level 1 or permission of DL	In level 2, students build upon the foundation established in level 1. Students will continue to broaden their vocabulary and develop their skills across all four skills of communication using familiar and relevant topics. Students will create more complex sentences and connect their thoughts more effectively. When reading and listening, students will now begin to look for a greater level of detail. Students will continue to learn about the cultures and values of the countries where the language is spoken.	Yes	Normal
GE202G	GERMAN II	0.5	World Language	Spring Semester	10th,11th,12th	N/A	N/A	Level 1 or permission of DL	In level 2, students build upon the foundation established in level 1. Students will continue to broaden their vocabulary and develop their skills across all four skills of communication using familiar and relevant topics. Students will create more complex sentences and connect their thoughts more effectively. When reading and listening, students will now begin to look for a greater level of detail. Students will continue to learn about the cultures and values of the countries where the language is spoken.	Yes	Normal
GE601G	DC GERMAN III	0.5	World Language	Fall Semester	11th,12th	N/A	N/A	A C‑ or better in both semesters of German 2 OR a passing score on the MCC German placement test OR DL approval	In level 3, students begin to move away from memorized expressions and into more spontaneous communication. This course will continue to reinforce concepts covered in the first two levels, as well as introduce more advanced vocabulary and grammatical concepts. Use of the target language is a key component in this level as students continue to strengthen their language proficiency. Authentic resources will allow students to continue to develop their interpretive (reading and listening) skills. Students will continue to explore customs and traditions and enhance their appreciation for diverse cultures. Level 3 classes are aligned with the MCC 151 and 152 curriculum for the 24‑25 school year and the MCC 155 and 251 curriculum for the 25‑26 school year. This alignment will allow D155 students who earn a C‑ or better in this level 3 class (both semesters) to receive college credit and enroll in level 4 Dual Credit German. Please note: A C‑ or better is required in both semesters of German 2 to be eligible to earn any credit from MCC in German 3.	Yes	DC
GE602G	DC GERMAN III	0.5	World Language	Spring Semester	11th,12th	N/A	N/A	A C‑ or better both semesters of German 2 OR a passing score on the MCC German placement exam OR DL approval	In level 3, students begin to move away from memorized expressions and into more spontaneous communication. This course will continue to reinforce concepts covered in the first two levels, as well as introduce more advanced vocabulary and grammatical concepts. Use of the target language is a key component in this level as students continue to strengthen their language proficiency. Authentic resources will allow students to continue to develop their interpretive (reading and listening) skills. Students will continue to explore customs and traditions and enhance their appreciation for diverse cultures. Level 3 classes are aligned with the MCC 151 and 152 curriculum for the 24‑25 school year and the MCC 155 and 251 curriculum for the 25‑26 school year. This alignment will allow D155 students who earn a C‑ or better in this level 3 class (both semesters) to receive college credit and enroll in level 4 Dual Credit German. Please note: A C‑ or better is required in both semesters of German 2 to be eligible to earn any credit from MCC in German 3.	Yes	DC
GE603G	DC GERMAN IV	0.5	World Language	Fall Semester	11th,12th	N/A	N/A	Earn a C‑ or better 2nd semester in French/German/Spanish III.	Level 4 classes are aligned with the MCC 251 and 252 curriculum. Students who successfully complete this course will earn 8 college credits. Students will continue to develop and improve their language proficiency across the modes of communication in the world language and gain a greater cultural awareness. This advanced level course will focus on refining communicative skills for real world application. Please note that students must also earn a C‑ or better 1st semester in DC French/German/Spanish IV to continue participating in this course 2nd semester.	Yes	DC
GE604G	DC GERMAN IV	0.5	World Language	Spring Semester	11th,12th	N/A	N/A	Earn a C‑ or better 2nd semester in French/German/Spanish III.	Level 4 classes are aligned with the MCC 251 and 252 curriculum. Students who successfully complete this course will earn 8 college credits. Students will continue to develop and improve their language proficiency across the modes of communication in the world language and gain a greater cultural awareness. This advanced level course will focus on refining communicative skills for real world application. Please note that students must also earn a C‑ or better 1st semester in DC French/German/Spanish IV to continue participating in this course 2nd semester.	Yes	DC
SP101G	SPANISH I	0.5	World Language	Fall Semester	9th,10th,11th,12th	N/A	N/A	N/A	Students in level 1 will begin to communicate right away about themselves and their interests, as well as learn how to start simple everyday conversations with others. Students will also listen to native speakers and read basic, but meaningful texts as they build and strengthen their skills. There is a focus on the most meaningful and relevant topics when building vocabulary. Throughout the course, important aspects of culture are also highlighted that assist students in communication and help them understand the values of the speakers of that language. These can include unique holidays, foods, manners and body language among other topics.	Yes	Normal
SP102G	SPANISH I	0.5	World Language	Spring Semester	9th,10th,11th,12th	N/A	N/A	N/A	Students in level 1 will begin to communicate right away about themselves and their interests, as well as learn how to start simple everyday conversations with others. Students will also listen to native speakers and read basic, but meaningful texts as they build and strengthen their skills. There is a focus on the most meaningful and relevant topics when building vocabulary. Throughout the course, important aspects of culture are also highlighted that assist students in communication and help them understand the values of the speakers of that language. These can include unique holidays, foods, manners and body language among other topics.	Yes	Normal
SP201G	SPANISH II	0.5	World Language	Fall Semester	10th,11th,12th	N/A	N/A	Level 1 or permission of DL	In level 2, students build upon the foundation established in level 1. Students will continue to broaden their vocabulary and develop their skills across all four skills of communication using familiar and relevant topics. Students will create more complex sentences and connect their thoughts more effectively. When reading and listening, students will now begin to look for a greater level of detail. Students will continue to learn about the cultures and values of the countries where the language is spoken.	Yes	Normal
SP202G	SPANISH II	0.5	World Language	Spring Semester	10th,11th,12th	N/A	N/A	Level 1 or permission of DL	In level 2, students build upon the foundation established in level 1. Students will continue to broaden their vocabulary and develop their skills across all four skills of communication using familiar and relevant topics. Students will create more complex sentences and connect their thoughts more effectively. When reading and listening, students will now begin to look for a greater level of detail. Students will continue to learn about the cultures and values of the countries where the language is spoken.	Yes	Normal
SP601G	DC SPANISH III	0.5	World Language	Fall Semester	9th,10th,11th,12th	N/A	N/A	A C- or better in both semesters of Spanish 2 or a passing score on the MCC Spanish placement test or DL approval	In level 3, students begin to move away from memorized expressions and into more spontaneous communication. This course will continue to reinforce concepts covered in the first two levels, as well as introduce more advanced vocabulary and grammatical concepts. Use of the target language is a key component in this level as students continue to strengthen their language proficiency. Authentic resources will allow students to continue to develop their interpretive (reading and listening) skills. Students will continue to explore customs and traditions and enhance their appreciation for diverse cultures. Level 3 classes are aligned with the MCC 151 and 152 curriculum for the 24‑25 school year and the MCC 155 and 251 curriculum for the 25‑26 school year. This alignment will allow D155 students who earn a C- or better in this level 3 class (both semesters) to receive college credit and enroll in level 4 Dual Credit Spanish. Please note: A C- or better is required in Spanish 2 to be eligible to earn any credit from MCC in Spanish 3.	Yes	DC
SP602G	DC SPANISH III	0.5	World Language	Spring Semester	9th,10th,11th,12th	N/A	N/A	A C- or better in both semesters of Spanish 2 or a passing score on the MCC Spanish placement test or DL approval	In level 3, students begin to move away from memorized expressions and into more spontaneous communication. This course will continue to reinforce concepts covered in the first two levels, as well as introduce more advanced vocabulary and grammatical concepts. Use of the target language is a key component in this level as students continue to strengthen their language proficiency. Authentic resources will allow students to continue to develop their interpretive (reading and listening) skills. Students will continue to explore customs and traditions and enhance their appreciation for diverse cultures. Level 3 classes are aligned with the MCC 151 and 152 curriculum for the 24‑25 school year and the MCC 155 and 251 curriculum for the 25‑26 school year. This alignment will allow D155 students who earn a C- or better in this level 3 class (both semesters) to receive college credit and enroll in level 4 Dual Credit Spanish. Please note: A C- or better is required in Spanish 2 to be eligible to earn any credit from MCC in Spanish 3.	Yes	DC
SP603G	DC SPANISH IV	0.5	World Language	Fall Semester	10th,11th,12th	N/A	N/A	Earn a C- or better 2nd semester in French/German/Spanish III.	Level 4 classes are aligned with the MCC 251 and 252 curriculum. Students who successfully complete this course will earn 8 college credits. Students will continue to develop and improve their language proficiency across the modes of communication in the world language and gain a greater cultural awareness. This advanced level course will focus on refining communicative skills for real world application. Please note that students must also earn a C- or better 1st semester in DC French/German/Spanish IV to continue participating in this course 2nd semester.	Yes	DC
SP604G	DC SPANISH IV	0.5	World Language	Spring Semester	10th,11th,12th	N/A	N/A	Earn a C- or better 2nd semester in French/German/Spanish III.	Level 4 classes are aligned with the MCC 251 and 252 curriculum. Students who successfully complete this course will earn 8 college credits. Students will continue to develop and improve their language proficiency across the modes of communication in the world language and gain a greater cultural awareness. This advanced level course will focus on refining communicative skills for real world application. Please note that students must also earn a C- or better 1st semester in DC French/German/Spanish IV to continue participating in this course 2nd semester.	Yes	DC
SP605G	DC ADVANCED SPANISH CONVERSATION & COMPOSITION	0.5	World Language	Fall Semester	11th,12th	N/A	N/A	Successful completion DC Spanish 4 or permission from division leader	This course is aligned with the MCC Spanish course SPA71/272 - Advanced Spanish Conversation and Composition I and II. Students who successfully complete this course will earn 6 college credits. In this course, students will engage with authentic texts, research and discuss current events, and explore Hispanic culture and customs both in Spanish-speaking countries as well as in the United States. Topics will be based on student interests, and class discussions will be student-led. Students will continue to develop their control of language structures as well as build upon their spoken and written communication skills and knowledge of the cultures and traditions of Spanish-speaking countries.	Yes	DC
SP606G	DC ADVANCED SPANISH CONVERSATION & COMPOSITION	0.5	World Language	Spring Semester	11th,12th	N/A	N/A	Successful completion DC Spanish 4 or permission from division leader	This course is aligned with the MCC Spanish course SPA71/272 - Advanced Spanish Conversation and Composition I and II. Students who successfully complete this course will earn 6 college credits. In this course, students will engage with authentic texts, research and discuss current events, and explore Hispanic culture and customs both in Spanish-speaking countries as well as in the United States. Topics will be based on student interests, and class discussions will be student-led. Students will continue to develop their control of language structures as well as build upon their spoken and written communication skills and knowledge of the cultures and traditions of Spanish-speaking countries.	Yes	DC
SP607G	AP SPANISH LANGUAGE AND CULTURE	0.5	World Language	Fall Semester	11th,12th	N/A	N/A	Approval of division leader.	The Advanced Placement Spanish course begins with the end in mind. Students that complete this course have the option of taking an exam that can earn them 8 or more college credit hours. To prepare for the exam, students are exposed to the language in a variety of ways. These include the exchange of information, the presentation of information and the ability to understand both the spoken and written language at an advanced level. Students will encounter vocabulary and media across a wide range, addressing various themes. Among these are global challenges, science and technology, contemporary life, personal and public identity, families and communities and beauty and aesthetics. As with all language courses, students will examine cultural products, practices and perspectives that will help them better communicate.	Yes	AP
SP608G	AP SPANISH LANGUAGE AND CULTURE	0.5	World Language	Spring Semester	11th,12th	N/A	N/A	Approval of division leader.	The Advanced Placement Spanish course begins with the end in mind. Students that complete this course have the option of taking an exam that can earn them 8 or more college credit hours. To prepare for the exam, students are exposed to the language in a variety of ways. These include the exchange of information, the presentation of information and the ability to understand both the spoken and written language at an advanced level. Students will encounter vocabulary and media across a wide range, addressing various themes. Among these are global challenges, science and technology, contemporary life, personal and public identity, families and communities and beauty and aesthetics. As with all language courses, students will examine cultural products, practices and perspectives that will help them better communicate.	Yes	AP
